Country,year,quartile,Computers & Electronics,Enterprise Technology,Science,Jobs & Education,Law & Government,Internet & Telecom,Industrial Materials & Equipment,Biotechnology & Pharmaceuticals,Aerospace & Defense,Automotive Industry,Energy & Utilities,Chemicals Industry,Medical Devices & Equipment,Construction & Maintenance,Health,Robotics,Technology News
AT,2005,1,1.9861236716713195,1.7797404892972966,1.9748893108574184,1.7228995908620588,1.5659342885635898,1.5649142761666304,1.5732047046961388,2.0812403995001794,2.142267907732942,1.655481625728394,1.6014730629708083,1.5055080160009036,1.992400573684933,1.4494279991576569,1.6400343676877822,1.6725040213251972,0.12744094589805652
AT,2005,2,1.7315915750470345,1.8008466080949004,1.8191656751509728,1.5109353320263261,1.450251941743793,1.3346093059139466,1.5331774986929374,2.0157623815404992,1.5550416738914834,1.6785606552433168,1.5313574905275957,1.6122095065979714,1.841844071250323,1.538116326691223,1.5780213503875895,1.2862221857780174,-0.021523560899732758
AT,2005,3,1.59372002270888,1.4209364697380367,1.2066527080389529,1.1505960920055807,1.2285274436725153,1.2770330633507756,1.4130958806833331,1.8411543336480196,2.20751526704866,1.2862171534896236,1.561407021574687,1.3347856310455959,1.5870561440532915,1.567679102535745,1.329969281186818,0.6892411672051033,-0.07117839649899595
AT,2005,4,1.7634080871250701,1.4103834103392348,1.6842051908720532,1.2671764343652339,1.2670882259457812,1.411377629331508,1.2229666521681262,1.7865893186816202,1.3984480115337612,1.4708493896090085,1.4612419180843832,1.1107125007917544,1.5638936052171974,1.3903024474686125,1.3092982754200875,1.0052899417437047,-0.17048806769752203
AT,2006,1,1.6043255267348921,1.3259589351488208,1.621915736589475,1.4579442673173932,1.4888127240170586,1.3729934676227273,1.1929462476657253,1.8520673366413,1.163557517997178,1.3900727863067777,1.6515556147159605,1.1107125007917544,1.6333812217254788,1.49869929223186,1.4229888071371073,1.227694634937536,0.10261352809842494
AT,2006,2,1.190710869720429,0.9988140937859658,1.3623763437453984,1.055212175529501,1.0742843145794527,1.2098607803604096,1.1128918356593227,1.481025234869781,0.9547659681868815,1.2862171534896236,1.3310272835469878,1.0787020536126342,1.644962491143526,1.3016141199350464,1.112923720636143,0.8414127993903558,0.0033038568998987033
AT,2006,3,1.2331328858244763,0.9882610343871642,0.9471133151948767,1.0234175367041412,1.083924510147769,1.3250132654867515,1.012823820651319,1.3718952049369815,0.9939143837763121,1.0785058878553155,1.280944731801836,0.9399901158364466,1.5523123357991508,1.4494279991576569,1.0509107033359504,0.2678428011536344,-0.07117839649899595
AT,2006,4,1.4664539743967375,0.9988140937859658,1.403902646600451,1.0764086014130745,1.006802945601238,1.4497617910402885,0.7926741876337113,1.3282431929638618,1.09831015868146,1.0554268583403925,1.2408786904057143,0.7585975818214319,1.2975244086021192,1.1045289476382323,1.1542657321696053,0.8765293298946449,-0.009109851999917026
AT,2007,1,1.4134264542666783,0.9988140937859658,1.3312316166041094,1.2565782214234469,1.1706862702626168,1.4977419931762643,0.9027490041425154,1.3500691989504214,1.1374585742708907,1.2515986092172389,1.5013079594805046,0.7692677308811384,1.413337102782588,1.3213226371647275,1.2369497552365287,0.7360632078774886,-0.009109851999917026
AT,2007,2,1.010417301278227,0.6822223118219131,1.1028369509013225,0.7266675743341152,0.8429196209398587,1.0947082952340677,0.6525789666225065,1.0554181181318627,1.2027059335866086,1.0669663730978538,1.1006475455192892,0.6518960912243644,1.0311552119870404,1.0158406201046661,0.9888976860357575,0.43171994350698334,-0.120833232098259
AT,2007,3,0.9573897811481678,0.6083508960303006,0.7498633766333788,0.6312836578580355,0.7175970785517453,1.0947082952340677,0.5525109516145028,1.0117661061587429,0.641578643471437,0.6630833565866991,1.0104989523780157,0.5345244515675903,1.1122240979133684,1.0355491373343477,0.7925231312518136,0.19760974014505622,-0.2449703210964167
AT,2007,4,1.1164723415383455,0.6505631336255078,1.050929072332507,0.875042555519128,0.8429196209398587,1.4305697101858983,0.5224905471121019,1.0008531031654626,0.6546281153345807,0.6515438418292375,1.1206805662173498,0.4171528119108162,1.0543177508231343,0.9468608098007814,0.8648716514353717,0.4200144333388869,-0.03393726979954862
AT,2008,1,1.0210228053042387,0.5977978366314988,1.009402769477455,0.9280336202280614,0.9296813810547064,1.2482449420691901,0.7426401801297094,0.8589840642528234,0.7590238902397287,0.7207809303740069,1.3009777524998967,0.49184385532876324,1.1006428284953218,1.0848204304085507,0.9992331889191232,0.39660341300269425,-0.10841952319844327
AT,2008,2,0.671041172445847,0.4395019456494723,0.8640607094847724,0.6842747225669689,0.640475514005214,1.0275360122437016,0.5925381576177043,0.8371580582662632,0.8503701932817335,0.536148694254622,1.2408786904057143,0.6518960912243644,0.9153425178065713,0.9665693270304625,0.8131941370185447,0.3380758621622125,-0.18290177659733792
AT,2008,3,0.6498301643938232,0.3339713516614548,0.49032398378930275,0.3981229731387298,0.5922745361636319,0.9603637292533352,0.45244293660649926,0.5534199804409843,0.35449026248227944,0.4207535466800063,1.2609117111037753,0.3211214703734555,0.8226923624621962,0.8483182236523742,0.5858130735845042,-0.03650046321687113,-0.22014290329678524
